CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock"
CNL,Cleco Corporation Common Stock
CNNX,Cone Midstream Partners LP Common Units representing limited partner interests
CNO,"CNO Financial Group, Inc. Common Stock"
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock"
CNQ,Canadian Natural Resources Limited Common Stock
CNS,Cohn & Steers Inc Common Stock
CNW,Con
CNX,CONSOL Energy Inc. Common Stock
CO,China Cord Blood Corporation Common Stock
CODE,Spansion Inc Common Stock Class A New
CODI,Compass Diversified Holdings Shares of Beneficial Interest
COF,Capital One Financial Corporation Common Stock
COG,Cabot Oil & Gas Corporation Common Stock
COH,"Coach, Inc. Common Stock"
COL,"Rockwell Collins, Inc. Common Stock"
COO,"Cooper Companies, Inc. (The) Common Stock"
COP,ConocoPhillips Common Stock
COR,CoreSite Realty Corporation Common Stock
COR$A,CoreSite Realty Corporation Pfd Ser A
CORR,"CorEnergy Infrastructure Trust, Inc. Common Stock"
COT,Cott Corporation Common Stock
COTY,Coty Inc. Class A Common Stock
COUP,Coupons.com Incorporated Common Stock
COV,Covidien plc. Ordinary Shares (Ireland)
CP,Canadian Pacific Railway Limited Common Stock
CPA,"Copa Holdings, S.A. Copa Holdings, S.A. Class A Common Stock"
CPAC,"Cementos Pacasmayo S.A.A. American Depositary Shares, each representing five Common Shares"
CPB,Campbell Soup Company Common Stock
CPE,Callon Petroleum Company Common Stock
CPE$A,Callon Petroleum Company Preferred Shares Series A 10%
CPF,Central Pacific Financial Corp New
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada)
CPK,Chesapeake Utilities Corporation Common Stock
CPL,CPFL Energia S.A. CPFL Energia S.A. American Depositary Shares
CPN,Calpine Corporation Common Stock
CPS,Cooper
CPT,Camden Property Trust Common Stock
CR,Crane Company Common Stock
CRC,California Resources Corporation Common Stock
CRCM,"Care.com, Inc. Common Stock"
CRD.A,Crawford & Company Common Stock
CRD.B,Crawford & Company Common Stock
CRH,CRH PLC American Depositary Shares
CRI,"Carter's, Inc. Common Stock"
CRK,"Comstock Resources, Inc. Common Stock"
CRL,"Charles River Laboratories International, Inc. Common Stock"
CRM,Salesforce.com Inc Common Stock
CRR,"Carbo Ceramics, Inc. Common Stock"
CRS,Carpenter Technology Corporation Common Stock
CRT,Cross Timbers Royalty Trust Common Stock
CRY,"CryoLife, Inc. Common Stock"
CS,Credit Suisse Group American Depositary Shares
CSC,Computer Sciences Corporation Common Stock
CSG,Chambers Street Properties Common Shares of Beneficial Interest
CSH,"Cash America International, Inc. Common Stock"
CSI,Cutwater Select Income Fund
CSL,Carlisle Companies Incorporated Common Stock
CSLT,"Castlight Health, Inc. Class B Common Stock"
CSS,"CSS Industries, Inc. Common Stock"
CST,"CST Brands, Inc. Common Stock"
CSTM,Constellium N.V. Ordinary Shares
CSU,Capital Senior Living Corporation Common Stock
CSV,"Carriage Services, Inc. Common Stock"
CSX,CSX Corporation Common Stock
CTB,Cooper Tire & Rubber Company Common Stock
CTL,"CenturyLink, Inc. Common Stock"
CTLT,"Catalent, Inc. Common Stock"
CTQ,Qwest Corporation 7.375% Notes due 2051
CTR,ClearBridge Energy MLP Total Return Fund Inc. Common Stock
CTS,CTS Corporation Common Stock
CTT,"CatchMark Timber Trust, Inc. Class A Common Stock"
CTU,Qwest Corporation 7.00% Notes due 2025
CTV,Qwest Corporation 6.875% Notes due 2054
CTW,Qwest Corporation 7.50% Notes due 2051
CTX,Qwest Corporation 7.00% Notes due 2052
CTY,Qwest Corporation 6.125% Notes due 2053
CUB,Cubic Corporation Common Stock
CUBE,CubeSmart Common Shares
CUBE$A,CubeSmart 7.75% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
CUBI,"Customers Bancorp, Inc Common Stock"
CUBS,"Customers Bancorp, Inc 6.375% Senior Notes due 2018"
CUDA,"Barracuda Networks, Inc. Common Stock"
CUK,Carnival Plc ADS ADS
CUZ,Cousins Properties Incorporated Common Stock
CVA,Covanta Holding Corporation Common Stock
CVB,"Lehman ABS Corporation 7.75% Corp Backed Tr Ctfs, Kinder Morgan Debenture"
CVC,Cablevision Systems Corporation Class A Common Stock
CVD,Covance Inc. Common Stock
CVE,Cenovus Energy Inc Common Stock
CVEO,Civeo Corporation Common Stock
CVG,Convergys Corporation Common Stock
CVI,CVR Energy Inc. Common Stock
CVO,Cenveo Inc
CVRR,"CVR Refining, LP Common Units Representing Limited Partner Interests"
CVS,CVS Health Corporation Common Stock
CVT,"CVENT, INC. Common Stock"
CVX,Chevron Corporation Common Stock
CW,Curtiss
CWEI,"Clayton Williams Energy, Inc. Common Stock"
CWT,California Water Service Group Common Stock
CX,"Cemex, S.A.B. de C.V. Sponsored ADR"
CXE,MFS High Income Municipal Trust Common Stock
CXH,MFS Investment Grade Municipal Trust Common Stock
CXO,Concho Resources Inc. Common Stock
CXP,"Columbia Property Trust, Inc. Common Stock"
CXW,Corrections Corporation of America Common Stock
CYD,China Yuchai International Limited Common Stock
CYH,"Community Health Systems, Inc. Common Stock"
CYN,City National Corporation Common Stock
CYN$C,City National Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series Series C
CYN$D,City National Corporation Depositary Shares Representing 1/40th Preferred Series D Fixed/Floating
CYNI,"Cyan, Inc. Common Stock"
CYS,"CYS Investments, Inc. Common Stock"
CYS$A,CYS Investments Inc Cumulative Redeemable Preferred Series A
CYS$B,"CYS Investments, Inc. Preferred Series B"
CYT,Cytec Industries Inc. Common Stock
CZZ,Cosan Limited Class A Common Stock
D,"Dominion Resources, Inc. Common Stock"
DAC,Danaos Corporation Common Stock
DAL,"Delta Air Lines, Inc. Common Stock"
DAN,Dana Holding Corporation Common Stock When
DANG,E
DAR,Darling Ingredients Inc. Common Stock
DATA,"Tableau Software, Inc. Class A Common Stock"
DB,Deutsche Bank AG Common Stock
DBD,"Diebold, Incorporated Common Stock"
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest
DCA,Virtus Total Return Fund
DCI,"Donaldson Company, Inc. Common Stock"
DCM,"NTT DOCOMO, Inc American Depositary Shares"
DCO,Ducommun Incorporated Common Stock
DCT,DCT Industrial Trust Inc Common Stock
DCUA,"Dominion Resources, Inc. Corporate Unit 2013 Series A"
DCUB,"Dominion Resources, Inc. Corporate Unit 2013 Series B"
DCUC,"Dominion Resources, Inc. VA New 2014 Series A Corp Unit"
DD,E.I. du Pont de Nemours and Company Common Stock
DDC,Dominion Diamond Corporation Common Stock
DDD,3D Systems Corporation Common Stock
DDE,Dover Downs Gaming & Entertainment Inc Common Stock
DDF,"Delaware Investments Dividend & Income Fund, Inc. Common Stock"
DDR,DDR Corp. Common Stock
DDR$J,DDR Corporation Dep Shs Repstg 1/20th Pfd Cl J
DDR$K,DDR Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States)
DDS,"Dillard's, Inc. Common Stock"
DDT,Dillard's Capital Trust I
DE,Deere & Company Common Stock
DECK,Deckers Outdoor Corporation Common Stock
DEG,"Etablissements Delhaize Freres et Cie ""Le Lion"" S.A. Common Stock"
DEI,"Douglas Emmett, Inc. Common Stock"
DEL,Deltic Timber Corporation Common Stock
DEO,Diageo plc Common Stock
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest
DF,Dean Foods Company Common Stock
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock
DFS,Discover Financial Services Common Stock
DFT,"Dupont Fabros Technology, Inc. Common Stock"
DG,Dollar General Corporation Common Stock
DGI,"DigitalGlobe, Inc Common Stock"
DGX,Quest Diagnostics Incorporated Common Stock
DHF,Dreyfus High Yield Strategies Fund Common Stock
DHG,"Deutsche High Income Opportunities Fund, Inc  New Common Stock"
DHI,"D.R. Horton, Inc. Common Stock"
DHR,Danaher Corporation Common Stock
DHT,"DHT Holdings, Inc."
DHX,"Dice Holdings, Inc. Common Stock"
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest
DIN,"DineEquity, Inc Common Stock"
DIS,Walt Disney Company (The) Common Stock
DK,"Delek US Holdings, Inc. Common Stock"
DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests"
DKS,Dick's Sporting Goods Inc Common Stock
DKT,Deutsch Bk Contingent Cap Tr V Tr Pfd Secs
DL,China Distance Education Holdings Limited American Depositary Shares
DLB,Dolby Laboratories Common Stock
DLNG,Dynagas LNG Partners LP Common Units
DLPH,Delphi Automotive plc Ordinary Shares
DLR,"Digital Realty Trust, Inc. Common Stock"
DLX,Deluxe Corporation Common Stock
DM,"Dominion Midstream Partners, LP Common Units representing Limited Partner Interests"
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc. Common Stock"
DMD,Demand Media Inc. Common Stock
DMO,Western Asset Mortgage Defined Opportunity Fund Inc Common Stock
DNB,Dun & Bradstreet Corporation (The) Common Stock
DNI,Dividend and Income Fund Common Stock
DNOW,NOW Inc. Common Stock
DNP,"DNP Select Income Fund, Inc. Common Stock"
DNR,Denbury Resources Inc. Common Stock
DNY,The Denali Fund Inc
DO,"Diamond Offshore Drilling, Inc. Common Stock"
DOC,Physicians Realty Trust Common Shares of Beneficial Interest
DOM,Dominion Resources Black Warrior Trust Common Stock
DOOR,Masonite International Corporation Ordinary Shares (Canada)
DOV,Dover Corporation Common Stock
DOW,Dow Chemical Company (The) Common Stock
DPG,Duff & Phelps Global Utility Income Fund Inc. Common Stock
DPLO,"Diplomat Pharmacy, Inc. Common Stock"
DPM,"DCP Midstream Partners, LP DCP Midstream Partnership, LP Common Units"
DPS,"Dr Pepper Snapple Group, Inc Dr Pepper Snapple Group, Inc  Common Stock"
DPZ,Domino's Pizza Inc Common Stock
DQ,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares"
DRA,Diversified Real Asset Income Fund Common Shares of Beneficial Interest
DRC,Dresser
DRD,DRDGOLD Limited American Depositary Shares
DRE,Duke Realty Corporation Common Stock
DRH,Diamondrock Hospitality Company Common Stock
DRI,"Darden Restaurants, Inc. Common Stock"
DRII,"Diamond Resorts International, Inc. Common Stock"
DRL,Doral Financial Corporation NEW Common Stock
DRQ,Dril
DSE,Duff & Phelps Select Energy MLP Fund Inc. Common Stock
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc. Common Stock"
DST,"DST Systems, Inc. Common Stock"
DSU,"Blackrock Debt Strategies Fund, Inc. Common Stock"
DSW,DSW Inc. Common Stock
DSX,Diana Shipping inc. common stock
DTE,DTE Energy Company Common Stock
DTF,DTF Tax
DTK,Deutsche Bk Contingent Cap Tr III Tr Pfd Secs
DTLA$,Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock
DTQ,"DTE Energy Company 2012 Series C 5.25% Junior Subordinate Debentures due December 1, 2062"
DTT,Deutsche Bank Cap Fdg Tr IX Guaranteed Trust Preferred Securities
DTZ,DTE Energy Company 2011 Series I 6.50% Junior Subordinate Debentures due 2061
DUA,Deutsche Bank Cap Fdg Tr VIII 6.375% Tr Pfd Secs
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc. Common Stock"
DUK,Duke Energy Corporation (Holding Company) Common Stock
DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073
DV,DeVry Education Group Inc. Common Stock
DVA,DaVita HealthCare Partners Inc. Common Stock
DVD,"Dover Motorsports, Inc. Common Stock"
DVN,Devon Energy Corporation Common Stock
DW,Drew Industries Incorporated Common Stock ($0.01 Par Value)
DWRE,"DEMANDWARE, INC. Common Stock"
DX,"Dynex Capital, Inc. Common Stock"
DXB,Deutsche Bk Contingent Cap TR II Tr Pfd Sec
DY,"Dycom Industries, Inc. Common Stock"
DYN,Dynegy Inc. Common Stock
E,ENI S.p.A. Common Stock
EAT,"Brinker International, Inc. Common Stock"
EBF,"Ennis, Inc. Common Stock"
EBS,"Emergent Biosolutions, Inc. Common Stock"
EC,Ecopetrol S.A. American Depositary Shares
ECA,Encana Corporation
ECC,Eagle Point Credit Company Inc. Common Stock
ECL,Ecolab Inc. Common Stock
ECOM,ChannelAdvisor Corporation Common Stock
ECR,Eclipse Resources Corporation Common Stock
ECT,ECA Marcellus Trust I Common Units of Beneficial Interest
ED,"Consolidated Edison, Inc. Common Stock"
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock"
EDE,Empire District Electric Company (The) Common Stock
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares
EDR,"Education Realty Trust, Inc. Common Stock"
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands)"
EE,El Paso Electric Company Common Stock
EEA,"The European Equity Fund, Inc. Common Stock"
EEP,"Enbridge Energy, L.P. Class A Common Units"
EEQ,Enbridge Energy Management LLC Shares repstg limited liability company interests
EFC,"Ellington Financial LLC Common Shares representing Limitied Liability Company Interests, no par valu"
EFF,Eaton vance Floating
EFR,Eaton Vance Senior Floating
EFX,"Equifax, Inc. Common Stock"
EGF,"Blackrock Enhanced Government Fund, Inc. Common Stock"
EGL,"Engility Holdings, Inc. Common Stock"
EGN,Energen Corporation Common Stock
EGO,Eldorado Gold Corporation Ordinary Shares
EGP,"EastGroup Properties, Inc. Common Stock"
EGY,Vaalco Energy Inc Common Stock
EHI,Western Asset Global High Income Fund Inc Common Stock
EIG,Employers Holdings Inc Common Stock
EIX,Edison International Common Stock
EL,"Estee Lauder Companies, Inc. (The) Common Stock"
ELLI,"Ellie Mae, Inc. Common Stock"
ELP,Companhia Paranaense de Energia (COPEL) Common Stock
ELS,"Equity Lifestyle Properties, Inc. Common Stock"
ELX,Emulex Corporation Common Stock
ELY,Callaway Golf Company Common Stock
EMC,EMC Corporation Common Stock
EMD,"Western Asset Emerging Markets Income Fund, Inc. Common Stock"
EME,"EMCOR Group, Inc. Common Stock"
EMES,Emerge Energy Services LP Common Units representing Limited Partner Interests
EMF,Templeton Emerging Markets Fund Common Stock
EMN,Eastman Chemical Company Common Stock
EMO,ClearBridge Energy MLP Opportunity Fund Inc. Common Stock
EMR,Emerson Electric Company Common Stock
ENB,Enbridge Inc Common Stock
ENH,Endurance Specialty Holdings Ltd Common Stock
ENI,Enersis S A Common Stock
ENR,"Energizer Holdings, Inc. Common Stock"
ENS,Enersys Common Stock
ENV,"Envestnet, Inc Common Stock"
ENVA,"Enova International, Inc. Common Stock"
EOC,Empresa Nacional de Electricidad S.A. Common Stock
EOD,Wells Fargo Advantage Global Dividend Opportunity Fund
EOG,"EOG Resources, Inc. Common Stock"
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock
EPAM,"EPAM Systems, Inc. Common Stock"
EPD,Enterprise Products Partners L.P. Common Stock
EPE,EP Energy Corporation Class A Common Stock
EPR,EPR Properties Common Stock
EQS,"Equus Total Return, Inc. Common Stock"
EQT,EQT Corporation Common Stock
EQY,"Equity One, Inc. Common Stock"
ERA,"Era Group, Inc. Common Stock"
ERF,Enerplus Corporation Common Stock
ERJ,Embraer S.A. Common Stock
EROS,Eros International PLC A Ordinary Shares
ESD,Western Asset Emerging Markets Debt Fund Inc Common Stock
ESE,ESCO Technologies Inc. Common Stock
ESI,"ITT Educational Services, Inc. Common Stock"
ESL,Esterline Technologies Corporation Common Stock
ESNT,Essent Group Ltd. Common Shares
ESRT,"Empire State Realty Trust, Inc. Class A Common Stock"
ESS,"Essex Property Trust, Inc. Common Stock"
ESS$H,"Essex Property Trust, Inc. 7.125% Series H Cumulative Redeemable Preferred Stock"
ESV,Ensco plc Class A Ordinary Shares
ETH,Ethan Allen Interiors Inc. Common Stock
ETM,Entercom Communications Corporation Common Stock
ETN,"Eaton Corporation, PLC Ordinary Shares"
ETO,Eaton Vance Tax
ETP,"Energy Transfer Partners, L.P. ENERGY TRANSFER PARNTERS"
ETR,Entergy Corporation Common Stock
ETY,Eaton Vance Tax
EV,Eaton Vance Corporation Common Stock
EVC,Entravision Communications Corporation Common Stock
EVDY,"Everyday Health, Inc. Common Stock"
EVER,EverBank Financial Corp. Common Stock
EVF,Eaton Vance Senior Income Trust Common Stock
EVHC,"Envision Healthcare Holdings, Inc. Common Stock"
EVN,Eaton Vance Municipal Income Trust Common Stock
EVR,Evercore Partners Inc Class A Common Stock
EVTC,"Evertec, Inc. Common Stock"
EW,Edwards Lifesciences Corporation Common Stock
EXAM,"ExamWorks Group, Inc. Common Stock"
EXAR,Exar Corporation Common Stock
EXC,Exelon Corporation Common Stock
EXH,"Exterran Holdings, Inc. Common Stock"
EXK,Endeavour Silver Corporation Ordinary Shares (Canada)
EXL,"Excel Trust, Inc. Common Stock"
EXP,Eagle Materials Inc Common Stock
EXPR,"Express, Inc. Common Stock"
EXR,Extra Space Storage Inc Common Stock
F,Ford Motor Company Common Stock
FAC,First Acceptance Corporation
FAF,First American Corporation (New) Common Stock
FBC,"Flagstar Bancorp, Inc. Common Stock"
FBHS,"Fortune Brands Home & Security, Inc. Common Stock"
FBP,First BanCorp. New Common Stock
FBR,Fibria Celulose S.A.
FC,Franklin Covey Company Common Stock
FCAU,Fiat Chrysler Automobiles N.V. Common Shares
FCB,"FCB Financial Holdings, Inc. Class A Common Stock"
FCE.A,"Forest City Enterprises, Inc. Common Stock"
FCE.B,"Forest City Enterprises, Inc. Common Stock"
FCF,First Commonwealth Financial Corporation Common Stock
FCH,FelCor Lodging Trust Incorporated Common Stock
FCN,"FTI Consulting, Inc. Common Stock"
FCX,Freeport
FDI,"Fort Dearborn Income Securities, Inc. Common Stock"
FDO,"Family Dollar Stores, Inc. Common Stock"
FDP,"Fresh Del Monte Produce, Inc. Common Stock"
FDS,FactSet Research Systems Inc. Common Stock
FDX,FedEx Corporation Common Stock
FE,FirstEnergy Corporation Common Stock
FET,"Forum Energy Technologies, Inc. Common Stock"
FF,FutureFuel Corp.  Common shares
FFG,"FBL Financial Group, Inc. Common Stock"
FGL,Fidelity & Guaranty Life Common Stock
FGP,"Ferrellgas Partners, L.P. Common Stock"
FHN,First Horizon National Corporation Common Stock
FHN$A,First Horizon National Corporation Depositary Shares
FI,Frank's International N.V. Common Stock
FICO,Fair Isaac Corproation Common Stock
FIG,Fortress Investment Group LLC Class A Common Stock
FII,"Federated Investors, Inc. Common Stock"
FIS,"Fidelity National Information Services, Inc. Common Stock"
FIX,"Comfort Systems USA, Inc. Common Stock"
FL,"Foot Locker, Inc."
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock
FLO,"Flowers Foods, Inc. Common Stock"
FLR,Fluor Corporation Common Stock
FLS,Flowserve Corporation Common Stock
FLT,"FleetCor Technologies, Inc. Common Stock"
FLY,Fly Leasing Limited
FMC,FMC Corporation Common Stock
FMD,First Marblehead Corporation (The) Common Stock
FMS,Fresenius Medical Care AG Common Stock
FMSA,FMSA Holdings Inc. Common Stock
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock
FN,Fabrinet Ordinary Shares
FNB,F.N.B. Corporation Common Stock
FNF,"FNF Group of Fidelity National Financial, Inc. Common Stock"
FNFV,"FNFV Group of Fidelity National Financial, Inc. Common Stock"
FOE,Ferro Corporation Common Stock
FOR,Forestar Group Inc Common Stock
FR,"First Industrial Realty Trust, Inc. Common Stock"
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock
FRC,FIRST REPUBLIC BANK Common Stock
FRM,Furmanite Corporation Common Stock
FRO,Frontline Ltd. Ordinary Shares
FRT,Federal Realty Investment Trust Common Stock
FSIC,FS Investment Corporation Common Stock
FSL,"Freescale Semiconductor, Ltd Common Shares"
FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada)
FSS,Federal Signal Corporation Common Stock
FT,Franklin Universal Trust Common Stock
FTI,"FMC Technologies, Inc. Common Stock"
FTK,"Flotek Industries, Inc. Common Stock"
FUL,H. B. Fuller Company Common Stock
FUN,"Cedar Fair, L.P. Common Stock"
FUR,Winthrop Realty Trust New Common Stock
FVE,"Five Star Quality Care, Inc. Common Stock"
FXCM,FXCM Inc. Class A Common Stock
G,Genpact Limited Common Stock
GAB,"Gabelli Equity Trust, Inc. (The) Common Stock"
GAM,"General American Investors, Inc. Common Stock"
GAS,"AGL Resources, Inc. Common Stock"
GB,"Greatbatch, Inc. Common Stock"
GBL,"Gamco Investors, Inc. Common Stock"
GBX,"Greenbrier Companies, Inc. (The) Common Stock"
GCA,"Global Cash Access Holdings, Inc. Common Stock"
GCAP,"GAIN Capital Holdings, Inc. Common Stock"
GCH,"Aberdeen Greater China Fund, Inc. Common Stock"
GCI,"Gannett Co., Inc. Common Stock"
GCO,Genesco Inc. Common Stock
GD,General Dynamics Corporation Common Stock
GDF,"Western Asset Global Partners Income Fund, Inc. Common Stock"
GDP,Goodrich Petroleum Corporation Common Stock
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest
GDV$A,Gabelli Dividend & Income Tr Preferred Series A
GDV$D,Gabelli Dividend Pfd Series D
GE,General Electric Company Common Stock
GEF,Greif Inc. Class A Common Stock
GEF.B,"Greif, Inc. Corporation Class B Common Stock"
GEL,"Genesis Energy, L.P. Common Units"
GEO,Geo Group Inc (The) REIT
GER,Goldman Sachs MLP Energy Renaissance Fund
GES,"Guess?, Inc. Common Stock"
GF,"New Germany Fund, Inc. (The) Common Stock"
GFA,Gafisa SA Gafisa S.A. American Depositary Shares
GFF,Griffon Corporation Common Stock
GFI,Gold Fields Limited American Depositary Shares
GFIG,GFI Group Inc. Common Stock
GFY,Western Asset Variable Rate Strategic Fund Inc. Common Stock
GG,Goldcorp Inc. Common Stock
GGB,Gerdau S.A. Common Stock
GGE,Guggenheim Enhanced Equity Strategy Fund
GGG,Graco Inc. Common Stock
GGT,Gabelli Multi
GHC,Graham Holdings Company Common Stock
GHI,"Global High Income Fund, Inc. Common Stock"
GHL,"Greenhill & Co., Inc. Common Stock"
GHM,Graham Corporation Common Stock
GHY,"Prudential Global Short Duration High Yield Fund, Inc. Common Stock"
GIB,"CGI Group, Inc. Common Stock"
GIL,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock"
GIM,"Templeton Global Income Fund, Inc. Common Stock"
GIMO,Gigamon Inc. Common Stock
GIS,"General Mills, Inc. Common Stock"
GLF,"GulfMark Offshore, Inc. New Common Stock"
GLOB,Globant S.A. Common Shares
GLOG,GasLog Ltd. Common Shares
GLPW,Global Power Equipment Group Inc Common Stock
GLT,Glatfelter Common Stock
GLW,Corning Incorporated Common Stock
GM,General Motors Company Common Stock
GME,Gamestop Corporation Common Stock
GMED,"Globus Medical, Inc. Class A Common Stock"
GMK,"GRUMA, S.A.B de C.V. Common Stock"
GMT,GATX Corporation Common Stock
GMZ,Goldman Sachs MLP Income Opportunities Fund
GNC,"GNC Holdings, Inc. Class A Common Stock"
GNE,Genie Energy Ltd. Class B Common Stock Stock
GNI,Great Northern Iron Ore Properties Common Stock
GNRC,Generac Holdlings Inc. Common Stock
GNT,"GAMCO Natural Resources, Gold & Income Trust"
GNW,Genworth Financial Inc Common Stock
GPC,Genuine Parts Company Common Stock
GPI,"Group 1 Automotive, Inc. Common Stock"
GPK,Graphic Packaging Holding Company
GPM,Guggenheim Enhanced Equity Income Fund
GPN,Global Payments Inc. Common Stock
GPRK,Geopark Ltd Common Shares
GPS,"Gap, Inc. (The) Common Stock"
GPT,Gramercy Property Trust Inc. Common Stock
GPX,GP Strategies Corporation Common Stock
GRA,W.R. Grace & Co. Common Stock
GRAM,"Grana y Montero S.A.A. American Depositary Shares, each representing five Common Shares"
GRO,Agria Corporation American Depositary Shares
GRP.U,"Granite Real Estate Inc. Stapled Units, each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc."
GRR,"Asia Tigers Fund, Inc. (The) Common Stock"
GRT,Glimcher Realty Trust Common Stock
GRUB,GrubHub Inc. Common Stock
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest
GRX$A,Gabelli Healthcare PFD SER A
GRX$B,Gabelli Healthcare Preferred Series B
GS,"Goldman Sachs Group, Inc. (The) Common Stock"
GSH,Guangshen Railway Company Limited Common Stock
GSI,"General Steel Holdings, Inc. Common Stock"
GSK,GlaxoSmithKline PLC Common Stock
GSL,Global Ship Lease Inc New Class A Common Shares
GSL$B,"Global Ship Lease, Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island)"
GTI,GrafTech International Ltd (Holding Co.) Common Stock
GTN,"Gray Communications Systems, Inc. Common Stock"
GTN.A,"Gray Television, Inc. CLass A Common Stock"
GTS,Triple
GTT,"GTT Communications, Inc. Common Stock"
GTY,Getty Realty Corporation Common Stock
GUT,Gabelli Utility Trust (The) Common Stock
GVA,Granite Construction Incorporated Common Stock
GWB,"Great Western Bancorp, Inc. Common Stock"
GWR,Genesee & Wyoming Inc. Class A Common Stock
GWRE,"Guidewire Software, Inc. Common Stock"
GWRU,"Genesee & Wyoming, Inc. Tangible Equity Unit"
GWW,"W.W. Grainger, Inc. Common Stock"
GXP,Great Plains Energy Incorporated Common Stock
GY,GenCorp Inc. Common Stock
GYB,CABCO Series 2004
GYC,Corporate Asset Backed Corp CABCO Corporate Asset Backed Corporation CABCO Series 2004
GZT,Gazit
H,Hyatt Hotels Corporation Class A Common Stock
HAE,Haemonetics Corporation Common Stock
HAL,Halliburton Company Common Stock
HAR,"Harman International Industries, Incorporated Common Stock"
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. Common Stock"
HBI,Hanesbrands Inc. Common Stock
HBM,Hudbay Minerals Inc Ordinary Shares (Canada)
HBM.W,HudBay Minerals Inc Warrants Expiring 07/20/2018 (Canada)
HCN,"Health Care REIT, Inc. Common Stock"
HCP,"HCP, Inc. Common Stock"
HD,"Home Depot, Inc. (The) Common Stock"
HDB,HDFC Bank Limited Common Stock
HDY,HyperDynamics Corporation Common Stock
HE,"Hawaiian Electric Industries, Inc. Common Stock"
HEI,Heico Corporation Common Stock
HEI.A,Heico Corporation Common Stock
HELI,CHC Group Ltd. Ordinary Shares
HEP,"Holly Energy Partners, L.P. Common Stock"
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest
HES,Hess Corporation Common Stock
HF,"HFF, Inc. Common Stock, Class A"
HFC,HollyFrontier Corporation Common Stock
HGG,"HHGregg, Inc. Common Stock"
HGT,Hugoton Royalty Trust Common Stock
HHC,Howard Hughes Corporation (The) Common Stock
HHS,Harte
HHY,Brookfield High Income Fund Inc.
HI,Hillenbrand Inc Common Stock
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest
HIG,"Hartford Financial Services Group, Inc. (The) Common Stock"
HII,"Huntington Ingalls Industries, Inc. Common Stock"
HIL,"Hill International, Inc. Common Stock"
HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock"
HIVE,"Aerohive Networks, Inc. Common Stock"
HIW,"Highwoods Properties, Inc. Common Stock"
HIX,Western Asset High Income Fund II Inc. Common Stock
HK,Halcon Resources Corporation Common Stock
HL,Hecla Mining Company Common Stock
HL$B,Hecla Mining Company Preferred Stock
HLF,Herbalife Ltd. Common Stock
HLS,HealthSouth Corporation Common Stock
HLT,Hilton Worldwide Holdings Inc. Common Stock
HLX,"Helix Energy Solutions Group, Inc. Common Stock"
HMC,"Honda Motor Company, Ltd. Common Stock"
HME,"Home Properties, Inc. Common Stock"
HMN,Horace Mann Educators Corporation Common Stock
HMY,Harmony Gold Mining Company Limited
HNI,HNI Corporation Common Stock
